CustomerName,Age,MaritalStatus,IncomeRange,Gender,TotalChildren,ChildrenAtHome,Education,Occupation,HomeOwner,Cars
Nicole Anderson,83,1,25000,1,2,0,3,1,1,1
Nicole Bailey,45,1,75000,1,3,0,5,5,1,0
Nicole Bennett,52,0,100000,1,0,0,3,5,0,1
Nicole Blue,63,0,75000,1,3,0,5,4,0,2
Nicole Blue,65,0,75000,1,2,1,2,5,1,2
Nicole Brooks,75,0,50000,1,3,0,4,4,0,2
Nicole Brown,55,1,25000,1,1,0,4,1,1,0
Nicole Bryant,45,1,75000,1,1,1,5,2,1,0
Nicole Butler,36,1,50000,1,0,0,2,2,1,2
Nicole Clark,74,0,100000,1,5,0,4,4,1,2
Nicole Coleman,43,0,100000,1,0,5,2,4,1,2
Nicole Cook,56,1,100000,1,4,3,2,5,1,3
Nicole Cooper,61,0,75000,1,2,0,2,5,1,2
Nicole Cox,53,0,75000,1,0,0,4,5,0,1
Nicole Davis,54,1,75000,1,5,4,3,2,1,2
Nicole Diaz,55,0,100000,1,4,3,3,5,0,1
Nicole Flores,43,0,50000,1,0,0,3,3,0,1
Nicole Foster,61,1,75000,1,4,3,2,5,1,0
Nicole Gonzales,73,1,25000,1,2,0,3,1,1,0
Nicole Gray,65,1,75000,1,2,1,3,5,1,2
Nicole Griffin,40,1,50000,1,0,0,2,2,1,2
Nicole Hall,49,0,150000,1,0,0,4,4,1,3
Nicole Harris,61,1,75000,1,2,0,2,5,0,2
Nicole Henderson,56,1,100000,1,4,3,2,5,1,3
Nicole Howard,56,1,75000,1,1,0,3,2,1,1
Nicole Hughes,52,0,150000,1,2,2,5,4,0,2
Nicole Jackson,70,0,75000,1,4,1,4,4,1,1
Nicole James,45,1,75000,1,3,0,5,5,1,0
Nicole Jenkins,53,1,75000,1,3,2,5,5,0,0
Nicole Jones,78,1,150000,1,2,4,5,4,1,0
Nicole Kelly,62,1,75000,1,2,0,1,2,1,2
Nicole Lee,37,0,100000,1,0,0,4,4,0,1
Nicole Lewis,41,0,100000,1,0,0,4,5,0,3
Nicole Long,42,0,100000,1,0,0,4,5,1,3
Nicole Martin,57,1,75000,1,4,3,4,5,1,0
Nicole Martinez,42,0,75000,1,0,0,3,5,1,2
Nicole Miller,46,1,100000,1,2,0,5,5,1,0
Nicole Moore,88,1,25000,1,4,0,2,2,1,2
Nicole Morris,44,1,75000,1,1,0,5,2,1,0
Nicole Murphy,38,0,50000,1,0,0,3,2,0,1
Nicole Patterson,78,1,75000,1,3,0,5,4,1,2
Nicole Perry,37,0,50000,1,0,0,2,2,0,2
Nicole Peterson,36,0,50000,1,0,0,3,2,1,2
Nicole Powell,51,0,75000,1,0,0,5,5,1,0
Nicole Price,41,0,50000,1,0,0,2,2,1,2
Nicole Ramirez,39,1,50000,1,0,0,2,2,0,2
Nicole Reed,55,1,75000,1,1,0,3,2,1,1
Nicole Richardson,43,1,75000,1,0,0,3,2,1,2
Nicole Rivera,60,0,100000,1,2,0,1,2,0,2
Nicole Robinson,37,0,50000,1,0,0,3,3,0,1
Nicole Rodriguez,60,0,25000,1,2,0,3,1,1,0
Nicole Rogers,46,1,75000,1,3,0,5,5,1,0
Nicole Ross,54,1,100000,1,4,3,3,5,1,0
Nicole Russell,58,1,100000,1,5,0,5,5,1,0
Nicole Sanchez,41,0,50000,1,3,3,3,3,1,2
Nicole Sandberg,71,0,75000,1,5,0,4,4,1,2
Nicole Simmons,36,1,50000,1,0,0,2,2,0,2
Nicole Stewart,45,0,75000,1,1,0,5,2,1,0
Nicole Taylor,57,0,75000,1,4,0,5,2,0,0
Nicole Thomas,47,0,50000,1,2,2,4,2,1,0
Nicole Thompson,58,1,75000,1,1,0,4,5,1,1
Nicole Walker,54,1,75000,1,1,0,3,2,1,1
Nicole Ward,48,0,100000,1,4,4,4,4,1,1
Nicole Washington,61,0,75000,1,2,0,2,5,0,2
Nicole Watson,51,1,100000,1,4,1,3,5,1,4
Nicole White,37,0,50000,1,0,0,1,3,0,2
Nicole Williams,53,0,100000,1,0,0,3,5,0,1
Nicole Wilson,68,1,50000,1,4,0,2,5,1,2
Nicole Wood,76,1,150000,1,2,4,5,4,1,3
Nina Andersen,74,0,50000,1,2,0,5,4,1,1
Nina Black,64,1,25000,1,2,0,3,1,1,1
Nina Chande,74,1,50000,1,1,0,4,3,1,0
Nina Chander,42,0,50000,1,0,0,3,3,0,1
Nina Deng,51,0,25000,1,2,2,2,1,1,0
Nina Goel,73,1,150000,1,2,3,4,4,1,4
Nina Jai,67,1,150000,1,4,5,2,4,1,3
Nina Kumar,48,0,50000,1,0,0,5,3,1,0
Nina Lal,62,0,100000,1,2,0,3,2,1,2
Nina Luo,62,0,50000,1,3,0,1,3,0,2
Nina Nath,40,0,50000,1,0,0,3,2,1,1
Nina Pal,56,0,75000,1,1,0,3,2,0,1
Nina Rai,64,1,50000,1,3,0,2,2,1,2
Nina Raje,48,1,100000,1,5,5,4,5,1,4
Nina Raji,56,0,50000,1,3,0,5,3,1,0
Nina Sharma,43,1,50000,1,1,1,4,2,1,1
Nina She,55,1,75000,1,5,4,3,2,1,3
Nina Shen,49,0,50000,1,0,0,4,3,0,0
Nina Tang,66,0,25000,1,2,1,1,3,0,2
Nina Xie,48,1,75000,1,2,2,4,5,1,1
Nina Xu,54,1,100000,1,5,4,3,5,1,3
Nina Yuan,59,1,50000,1,1,0,3,3,1,1
Niñia Anand,40,1,75000,1,0,0,4,5,1,2
Noah Adams,50,0,75000,0,0,0,5,5,1,0
Noah Alexander,54,1,75000,0,1,0,3,2,1,1
Noah Allen,63,0,75000,0,3,0,5,4,1,2
Noah Anderson,48,1,150000,0,2,1,4,4,1,4
Noah Baker,51,0,150000,0,1,1,5,4,0,4
Noah Brown,50,1,75000,0,0,0,5,5,1,0
Noah Bryant,52,0,50000,0,2,2,3,1,1,0
Noah Butler,53,1,150000,0,3,1,4,4,1,3
Noah Campbell,43,1,50000,0,1,0,5,2,1,0
Noah Carter,41,1,75000,0,0,0,3,2,0,2
Noah Chen,43,0,75000,0,1,0,5,2,1,0
Noah Clark,52,1,100000,0,5,5,3,5,1,3
Noah Coleman,81,0,75000,0,4,0,5,4,1,2
Noah Collins,55,1,100000,0,4,3,2,5,1,1
Noah Davis,59,0,50000,0,2,0,2,2,0,2
Noah Diaz,55,1,75000,0,1,0,3,2,1,1
Noah Edwards,64,1,75000,0,2,1,2,5,1,2
Noah Evans,74,1,75000,0,5,0,4,4,1,2
Noah Flores,46,1,150000,0,0,5,2,4,1,4
Noah Foster,68,1,75000,0,2,1,4,4,1,0
Noah Gonzales,57,1,75000,0,2,0,5,5,1,1
Noah Gonzalez,87,0,25000,0,4,0,2,1,0,2
Noah Green,48,0,75000,0,0,0,4,5,0,1
Noah Griffin,58,0,100000,0,1,0,4,4,0,3
Noah Hall,36,0,50000,0,0,0,2,2,1,2
Noah Harris,61,1,100000,0,2,1,2,5,0,1
Noah Hayes,70,0,50000,0,5,0,2,5,0,4
Noah Henderson,36,0,50000,0,0,0,4,5,1,2
Noah Hernandez,46,0,75000,0,3,0,5,5,1,0
Noah Hill,73,1,50000,0,2,0,4,4,1,2
Noah Hughes,39,1,75000,0,0,0,3,2,0,2
Noah Jackson,64,1,75000,0,2,1,1,2,1,2
Noah Jai,53,1,75000,0,4,2,4,5,1,2
Noah Jenkins,51,0,75000,0,0,0,4,5,0,1
Noah Johnson,64,1,25000,0,3,0,3,1,0,2
Noah Jones,53,1,100000,0,4,3,4,4,1,0
Noah King,68,1,75000,0,2,1,3,5,1,1
Noah Lal,46,0,25000,0,0,0,3,1,1,1
Noah Lee,70,0,75000,0,4,1,4,4,1,1
Noah Lewis,40,0,25000,0,0,0,2,1,0,1
Noah Long,54,1,50000,0,1,0,3,3,1,1
Noah Lopez,40,1,50000,0,0,0,3,2,1,1
Noah Martin,41,1,50000,0,4,4,3,3,0,0
Noah Martinez,43,0,100000,0,0,0,4,4,0,1
Noah Mitchell,55,0,25000,0,1,1,3,1,0,0
Noah Moore,39,0,50000,0,0,0,3,2,1,1
Noah Nelson,83,1,75000,0,4,0,5,4,1,2
Noah Patterson,50,0,75000,0,0,0,5,5,1,0
Noah Perez,56,1,100000,0,4,3,2,5,1,3
Noah Perry,60,1,100000,0,2,0,1,2,1,2
Noah Phillips,42,0,75000,0,0,0,3,5,1,2
Noah Powell,41,1,50000,0,0,0,2,2,1,2
Noah Roberts,59,1,50000,0,2,0,2,2,1,2
Noah Robinson,47,0,75000,0,5,0,5,5,1,0
Noah Rodriguez,46,0,50000,0,2,2,3,3,1,2
Noah Ross,48,1,50000,0,0,0,5,3,1,0
Noah Russell,45,0,150000,0,0,5,2,4,0,4
Noah Scott,63,1,75000,0,3,0,5,4,1,2
Noah Shan,39,0,50000,0,0,0,2,2,0,2
Noah Simmons,57,0,50000,0,2,0,3,3,0,1
Noah Smith,48,1,100000,0,4,4,4,4,1,1
Noah Taylor,72,1,50000,0,4,0,2,5,0,2
Noah Thomas,44,1,100000,0,0,0,4,4,1,1
Noah Thompson,61,1,25000,0,2,0,3,1,1,0
Noah Turner,60,1,100000,0,2,1,3,5,0,0
Noah Walker,50,0,75000,0,0,0,5,5,1,0
Noah Washington,77,0,75000,0,3,0,5,4,1,2
Noah White,45,1,75000,0,3,0,5,5,1,0
Noah Williams,44,0,75000,0,0,0,3,2,1,2
Noah Wright,60,1,100000,0,3,0,3,5,0,2
Noah Yang,53,0,75000,0,4,2,4,5,1,2
Noah Young,73,1,150000,0,2,3,4,4,1,4
Noah Zhang,66,1,75000,0,2,1,3,5,1,1
Norimichi Yonekura,52,0,50000,0,0,0,4,5,0,1
Nuan Ma,56,1,25000,0,1,1,3,1,1,0
Nuan Wu,49,0,100000,0,3,3,4,5,1,0
Nuan Yuan,90,1,25000,0,4,0,2,1,0,2
Nuan Zheng,66,1,150000,0,4,5,2,4,0,3
Olivia Alexander,46,1,100000,1,4,4,5,4,1,1
Olivia Anderson,68,1,50000,1,4,0,2,5,1,2
Olivia Bailey,51,1,50000,1,3,3,4,2,1,2
Olivia Bennett,47,1,100000,1,3,0,5,5,1,0
Olivia Blue,64,1,50000,1,3,0,3,5,0,2
Olivia Brooks,59,1,50000,1,2,0,2,2,0,2
Olivia Brown,66,0,75000,1,2,1,3,5,0,2
Olivia Bryant,61,1,75000,1,4,3,2,5,1,0
Olivia Clark,55,1,100000,1,3,2,3,5,1,4
Olivia Coleman,38,0,50000,1,0,0,2,2,0,2
Olivia Cook,50,0,75000,1,0,0,5,5,0,0
Olivia Cooper,42,0,50000,1,3,3,3,3,1,1
Olivia Cox,54,0,50000,1,4,0,5,3,1,0
Olivia Flores,57,0,75000,1,1,0,5,5,0,1
Olivia Foster,58,1,50000,1,2,0,2,2,1,2
Olivia Garcia,42,0,50000,1,0,0,2,2,1,2
Olivia Gonzales,47,1,25000,1,2,2,2,1,1,0
Olivia Gray,41,0,25000,1,0,0,1,1,0,1
Olivia Griffin,84,0,50000,1,2,0,3,3,1,2
Olivia Hall,62,0,25000,1,3,0,1,3,0,2
Olivia Harris,52,0,50000,1,0,0,4,5,0,1
Olivia Henderson,62,1,75000,1,2,0,1,2,1,2
Olivia Howard,51,0,50000,1,2,2,3,3,1,1
Olivia Hughes,41,0,50000,1,0,0,3,3,0,1
Olivia Jackson,65,1,50000,1,4,0,3,5,0,2
Olivia James,44,1,100000,1,0,0,4,4,1,1
Olivia Jenkins,48,0,75000,1,0,0,4,5,0,1
Olivia Johnson,56,1,75000,1,1,0,3,2,1,1
Olivia Jones,61,1,75000,1,4,3,2,5,1,0
Olivia Kelly,44,0,50000,1,2,2,3,3,1,0
Olivia Lee,47,1,100000,1,3,0,5,5,1,0
Olivia Lewis,39,0,50000,1,0,0,1,3,0,2
Olivia Long,56,1,150000,1,1,3,3,5,1,2
Olivia Martinez,48,0,150000,1,1,0,5,4,1,3
Olivia Miller,52,1,50000,1,1,0,4,2,1,0
Olivia Moore,57,0,100000,1,1,0,4,5,0,1
Olivia Morgan,68,1,50000,1,4,0,2,5,1,2
Olivia Morris,46,1,50000,1,0,0,5,3,1,0
Olivia Murphy,58,1,75000,1,1,0,4,5,1,1
Olivia Patterson,52,1,150000,1,3,2,4,4,1,3
Olivia Perry,63,0,75000,1,3,0,5,4,1,2
Olivia Peterson,55,0,50000,1,4,2,2,2,1,2
Olivia Powell,60,0,25000,1,3,0,1,3,1,2
Olivia Price,42,0,50000,1,0,0,3,3,1,1
Olivia Ramirez,61,1,100000,1,2,0,2,2,1,2
Olivia Reed,38,0,75000,1,0,0,3,2,0,2
Olivia Richardson,60,1,75000,1,2,0,2,5,0,2
Olivia Rivera,60,1,50000,1,2,0,2,2,0,2
Olivia Robinson,42,0,25000,1,0,0,1,1,0,2
Olivia Rodriguez,44,0,50000,1,0,0,5,2,1,0
Olivia Rogers,37,1,50000,1,0,0,2,2,1,2
Olivia Russell,63,1,75000,1,3,0,5,4,1,2
Olivia Sanchez,58,1,150000,1,0,1,5,4,1,1
Olivia Simmons,85,1,50000,1,1,0,5,2,1,1
Olivia Smith,45,1,75000,1,1,0,5,2,1,0
Olivia Stewart,40,1,50000,1,0,0,2,2,1,2
Olivia Taylor,47,1,75000,1,5,5,5,5,1,2
Olivia Thomas,72,1,50000,1,5,0,1,3,1,2
Olivia Thompson,63,0,75000,1,3,0,5,4,1,2
Olivia Torres,58,0,75000,1,1,0,4,5,0,1
Olivia Walker,65,1,75000,1,2,1,3,5,0,1
Olivia Ward,40,0,50000,1,0,0,3,2,1,1
Olivia Washington,61,1,75000,1,2,0,2,5,0,2
Olivia Watson,44,1,50000,1,1,1,5,2,1,0
Olivia White,66,1,50000,1,3,0,3,3,0,2
Olivia Williams,64,1,75000,1,2,1,1,2,1,3
Olivia Wilson,48,0,100000,1,4,4,4,4,1,1
Omar Anand,41,0,25000,0,0,0,2,1,0,1
Omar Andersen,57,1,75000,0,4,0,5,2,1,0
Omar Black,52,0,75000,0,4,4,4,2,0,3
Omar Cai,39,0,25000,0,0,0,2,1,0,1
Omar Chande,46,1,50000,0,1,1,4,2,0,1
Omar Chander,43,1,150000,0,0,5,3,4,1,3
Omar Chen,57,1,75000,0,1,0,3,2,0,1
Omar Deng,73,0,25000,0,3,0,3,1,0,1
Omar Gao,55,1,50000,0,4,3,2,2,1,3
Omar Goel,65,1,100000,0,4,1,2,5,1,3
Omar He,76,1,50000,0,2,0,4,4,1,2
Omar Hu,44,1,100000,0,0,5,2,4,1,3
Omar Huang,45,1,100000,0,0,5,2,4,1,3
Omar Jai,44,0,25000,0,0,0,1,1,0,2
Omar Kumar,52,1,25000,0,2,2,2,1,0,2
Omar Lal,46,0,50000,0,2,2,3,3,1,0
Omar Li,55,0,50000,0,4,3,2,2,1,3
Omar Liang,69,1,25000,0,2,1,1,3,1,2
Omar Lin,60,0,150000,0,2,4,3,5,1,4
Omar Liu,39,1,25000,0,0,0,3,1,0,0
Omar Ma,55,0,75000,0,1,0,3,2,1,1
Omar Nara,56,0,25000,0,1,1,3,1,0,0
Omar Nath,47,0,150000,0,1,0,5,4,1,0
Omar Pal,55,1,75000,0,1,0,3,2,0,1
Omar Rai,61,1,25000,0,1,0,4,3,1,0
Omar Raje,62,0,150000,0,3,4,3,5,0,4
Omar Raji,39,0,25000,0,0,0,2,1,1,2
Omar Shan,50,1,50000,0,1,1,4,2,1,2
Omar Sharma,68,1,100000,0,5,1,2,4,1,4
Omar She,55,1,25000,0,1,0,5,3,1,0
Omar Sun,70,0,150000,0,4,4,3,5,0,4
Omar Tang,56,1,50000,0,3,0,4,3,1,0
Omar Wang,60,1,100000,0,2,3,2,5,1,4
Omar Xu,56,0,25000,0,1,1,3,1,0,0
Omar Xu,57,1,50000,0,0,0,4,3,1,0
Omar Yang,74,1,50000,0,1,0,4,3,1,0
Omar Ye,57,1,50000,0,3,0,4,3,1,0
Omar Yuan,42,0,50000,0,0,0,2,1,0,1
Omar Zeng,50,1,75000,0,5,0,5,5,1,0
Omar Zhang,54,1,100000,0,5,4,3,5,1,4
Omar Zhao,60,1,150000,0,3,4,1,5,0,4
Omar Zheng,69,1,25000,0,4,0,2,2,1,2
Omar Zhou,38,0,50000,0,0,0,2,1,0,1
Omar Zhu,62,0,50000,0,3,0,1,3,0,2
Orlando Alonso,49,0,50000,0,0,0,3,2,0,1
Orlando Ashe,48,0,75000,0,2,2,4,5,0,1
Orlando Blanco,36,0,25000,0,0,0,4,3,0,0
Orlando Carlson,47,1,100000,0,2,0,5,4,1,0
Orlando Diaz,50,0,50000,0,0,0,4,5,0,0
Orlando Dominguez,41,0,50000,0,0,0,3,3,1,1
Orlando Gill,69,1,25000,0,4,0,2,2,1,2
Orlando Gomez,51,1,50000,0,3,3,4,2,1,3
Orlando Gutierrez,70,1,50000,0,2,0,4,4,0,2
Orlando Hernandez,46,0,100000,0,4,4,5,4,1,1
Orlando Jiménez,71,1,25000,0,4,0,2,2,1,2
Orlando Martin,39,0,25000,0,0,0,2,1,0,1
Orlando Muñoz,44,0,25000,0,0,0,1,1,1,2
Orlando Ramos,75,0,50000,0,1,0,4,3,0,0
Orlando Romero,51,0,25000,0,2,2,2,1,1,1
Orlando Rubio,61,1,150000,0,3,4,3,5,1,3
Orlando Sanz,50,0,150000,0,0,0,5,4,0,2
Orlando Serrano,46,1,100000,0,2,0,4,5,1,0
Orlando Suarez,56,1,75000,0,5,4,3,2,1,3
Orlando Torres,56,1,50000,0,3,0,4,3,1,0
Orlando Vazquez,80,1,75000,0,4,0,5,4,1,2
Osarumwense Agbonile,68,1,75000,0,2,1,3,5,1,1
Osarumwense Agbonile,68,1,75000,0,2,1,3,5,1,1
Oscar Alexander,61,1,75000,0,4,3,2,5,1,0
Oscar Bennett,38,0,50000,0,0,0,3,2,0,1
Oscar Blue,45,0,50000,0,2,2,3,3,0,2
Oscar Bryant,66,1,100000,0,3,1,4,4,1,1
Oscar Butler,44,1,50000,0,0,0,5,2,0,0
Oscar Coleman,37,1,50000,0,0,0,3,2,0,1
Oscar Flores,39,0,50000,0,0,0,3,3,1,1
Oscar Foster,47,1,75000,0,5,5,5,5,0,2
Oscar Gonzales,39,0,75000,0,0,0,3,2,0,2
Oscar Griffin,58,0,25000,0,1,0,4,1,1,0
Oscar Hayes,64,1,75000,0,2,1,1,2,1,2
Oscar Henderson,49,0,150000,0,0,0,4,4,0,3
Oscar Hughes,57,1,25000,0,2,0,3,1,0,1
Oscar Jenkins,55,1,100000,0,4,3,2,5,1,2
Oscar Long,59,0,75000,0,2,0,2,5,1,2
Oscar Lu,40,0,25000,0,0,0,2,1,0,1
Oscar Patterson,48,0,50000,0,4,4,2,2,1,3
Oscar Perry,64,1,75000,0,2,1,1,2,1,3
Oscar Price,51,1,100000,0,3,3,4,2,1,1
Oscar Ross,53,0,75000,0,4,2,4,2,0,2
Oscar Russell,51,0,100000,0,4,4,3,5,0,3
Oscar Simmons,50,1,75000,0,0,0,5,5,1,0
Oscar Washington,39,1,50000,0,0,0,2,2,1,2
Pablo Rovira Diez,53,0,75000,0,0,0,4,5,0,1
Paige Alexander,52,1,75000,1,5,5,4,2,1,4
Paige Bailey,71,1,75000,1,4,0,4,4,1,2
Paige Blue,61,1,50000,1,2,0,2,3,0,2
Paige Blue,53,1,150000,1,3,2,4,4,1,4
Paige Bradley,71,1,50000,1,5,0,2,5,0,2
Paige Brooks,44,1,50000,1,1,1,5,2,1,0
Paige Bryant,38,0,50000,1,0,0,3,2,0,1
Paige Butler,55,1,75000,1,1,0,3,2,1,1
Paige Coleman,76,1,50000,1,2,0,3,3,0,2
Paige Cook,47,1,75000,1,5,5,5,5,1,3
Paige Cooper,49,0,150000,1,0,1,5,4,1,1
Paige Cox,67,1,75000,1,4,1,3,5,1,2
Paige Diaz,37,0,50000,1,0,0,2,2,0,2
Paige Flores,45,0,75000,1,1,0,5,5,1,0
Paige Foster,66,0,50000,1,2,1,1,2,1,2
Paige Gonzales,61,1,50000,1,2,0,2,3,0,2
Paige Gray,45,1,75000,1,1,0,5,5,1,0
Paige Griffin,40,1,50000,1,0,0,2,2,1,2
Paige Hayes,79,1,150000,1,2,3,5,4,1,4
Paige Henderson,53,1,75000,1,0,0,4,5,0,1
Paige Howard,37,0,50000,1,0,0,1,3,0,2
Paige Hughes,49,0,50000,1,1,1,4,3,0,1
Paige James,40,0,50000,1,0,0,3,3,0,1
Paige Jenkins,52,0,100000,1,0,0,3,5,0,1
Paige Kelly,66,0,75000,1,2,1,3,5,1,1
Paige Morgan,40,0,25000,1,0,0,1,1,1,2
Paige Morris,43,0,75000,1,0,0,3,2,0,1
Paige Murphy,54,1,100000,1,1,2,3,5,1,3
Paige Perry,57,0,75000,1,4,0,5,2,0,0
Paige Peterson,58,0,100000,1,4,0,5,2,1,0
Paige Powell,68,1,75000,1,2,1,3,5,1,1
Paige Price,36,1,50000,1,0,0,2,2,1,2
Paige Ramirez,42,1,50000,1,0,0,2,2,1,2
Paige Reed,62,1,75000,1,3,0,1,2,1,2
Paige Richardson,69,1,75000,1,5,0,4,4,1,3
Paige Rivera,49,0,50000,1,2,2,4,2,1,1
Paige Rogers,62,1,25000,1,3,0,1,1,0,2
Paige Ross,69,1,50000,1,2,1,2,5,0,2
Paige Russell,42,1,50000,1,0,0,2,2,1,2
Paige Sanchez,55,0,25000,1,1,0,4,1,1,0
Paige Sanders,44,0,100000,1,0,0,4,4,0,1
Paige Simmons,70,0,50000,1,5,0,2,5,0,4
Paige Stewart,41,0,50000,1,0,0,3,2,0,2
Paige Travers,51,0,25000,1,2,2,2,1,1,2
Paige Ward,46,1,75000,1,1,0,5,5,1,0
Paige Washington,58,0,100000,1,4,0,5,2,1,0
Paige Watson,48,1,100000,1,3,0,4,4,1,3
Paige Wood,40,0,25000,1,0,0,2,1,0,1
Pamela Chapman,51,0,75000,1,3,3,4,5,1,1
Pamela Fernandez,50,1,25000,1,1,0,5,1,1,0
Pamela Garcia,63,1,100000,1,4,2,3,5,1,2
Pamela Kapoor,73,1,50000,1,1,0,5,3,1,0
Pamela Lopez,46,0,100000,1,0,5,1,5,1,4
Pamela Madan,42,1,75000,1,0,0,2,5,1,2
Pamela Malhotra,81,1,50000,1,3,0,3,5,1,2
Pamela Martinez,39,0,25000,1,0,0,3,1,0,0
Pamela Mehta,56,1,75000,1,5,4,3,2,0,3
Pamela Patel,39,0,25000,1,1,1,2,1,1,0
Pamela Prasad,61,0,100000,1,2,3,2,5,1,4
Pamela Raman,46,1,150000,1,0,5,2,4,1,4
Pamela Rana,81,1,75000,1,4,0,5,4,1,2
Pamela Rodriguez,70,0,50000,1,2,0,3,3,0,2
Pamela Sai,47,1,75000,1,2,2,4,2,1,0
Pamela Sanchez,48,1,50000,1,0,0,5,3,1,0
Pamela Schmidt,51,1,75000,1,3,3,4,5,1,1
Pamela Srini,68,0,50000,1,2,1,2,5,1,2
Pamela Subram,65,0,25000,1,3,0,3,1,1,2
Pamela Suri,54,1,25000,1,1,0,5,1,1,0
Pamela Vance,66,0,100000,1,3,4,3,4,1,4
Patricia Chapman,73,0,50000,1,2,0,4,4,1,2
Patricia Garcia,45,1,75000,1,1,0,5,5,1,0
Patricia Gonzalez,41,0,25000,1,0,0,2,1,0,1
Patricia Kapoor,42,0,75000,1,0,0,4,5,0,4
Patricia Lopez,52,0,75000,1,4,4,4,5,1,3
Patricia Madan,76,1,50000,1,2,0,4,4,1,2
Patricia Malhotra,72,1,50000,1,4,0,2,5,1,2
Patricia Mehta,47,1,100000,1,1,0,5,4,1,0
Patricia Patel,70,1,150000,1,4,4,3,5,1,4
Patricia Perez,65,1,25000,1,2,1,1,3,1,2
Patricia Prasad,60,0,100000,1,2,1,3,5,1,1
Patricia Raman,54,1,75000,1,1,0,3,2,1,1
Patricia Rodriguez,51,0,50000,1,0,0,4,5,1,1
Patricia Saunders,48,1,75000,1,2,2,4,5,1,1
Patricia Srini,43,0,75000,1,0,0,3,5,0,2
Patricia Subram,49,0,25000,1,4,4,1,1,1,0
Patricia Suri,70,0,50000,1,2,0,3,3,1,2
Patricia Vance,67,1,75000,1,5,1,1,2,0,3
Patrick Bailey,71,1,75000,0,5,0,4,4,0,3
Patrick Blue,50,1,75000,0,3,3,4,2,1,0
Patrick Brooks,82,0,150000,0,1,2,5,4,0,3
Patrick Cook,58,0,75000,0,1,0,4,5,0,1
Patrick Cox,65,1,75000,0,2,1,3,5,1,2
Patrick Gray,41,0,50000,0,0,0,2,2,1,2
Patrick Howard,57,0,75000,0,4,0,5,2,1,0
Patrick James,66,1,75000,0,2,1,3,5,1,2
Patrick Kelly,57,1,75000,0,1,0,5,5,1,1
Patrick Morgan,38,0,75000,0,0,0,3,2,1,2
Patrick Morris,55,0,25000,0,1,0,4,1,1,0
Patrick Murphy,36,1,50000,0,0,0,2,2,0,2
Patrick Peterson,41,0,50000,0,0,0,2,2,1,2
Patrick Ramirez,52,1,75000,0,5,5,4,2,1,3
Patrick Reed,44,1,100000,0,0,0,4,4,1,1
Patrick Richardson,51,0,100000,0,4,1,3,5,0,4
Patrick Rogers,50,0,75000,0,0,0,5,5,1,0
Patrick Sanchez,52,1,75000,0,3,3,4,5,1,2
Patrick Sanders,51,1,150000,0,1,1,5,4,1,4
Patrick Sands,52,0,75000,1,0,0,4,5,0,1
Patrick Stewart,57,1,75000,0,4,3,4,5,1,0
Patrick Torres,57,1,25000,0,2,0,3,1,1,1
Patrick Ward,69,1,75000,0,2,1,3,5,1,1
Patrick Watson,55,0,50000,0,4,2,2,2,1,2
Paul Shakespear,53,0,75000,1,0,0,4,5,1,1
Paul Singh,59,1,25000,0,2,1,1,3,1,2
Paul Suurs,46,1,50000,1,0,0,5,3,1,0
Paula Alonso,54,1,50000,1,1,0,4,2,1,1
Paula Ashe,41,0,25000,1,0,0,2,1,0,1
Paula Blanco,55,1,25000,1,1,0,5,3,1,0
Paula Carlson,54,0,100000,1,5,4,3,5,1,4
Paula Diaz,63,0,75000,1,4,3,3,5,1,1
Paula Dominguez,50,1,50000,1,0,0,4,5,0,0
Paula Gill,47,1,75000,1,0,0,5,2,1,0
Paula Gutierrez,46,0,25000,1,0,0,3,1,0,1
Paula Hernandez,68,0,75000,1,2,1,4,4,1,0
Paula Jimenez,56,0,100000,1,0,3,3,5,0,3
Paula Martin,65,1,150000,1,0,5,3,4,0,4
Paula Moreno,47,1,50000,1,1,0,4,3,1,0
Paula Munoz,45,1,75000,1,1,1,5,2,1,0
Paula Navarro,43,0,50000,1,0,0,2,1,0,1
Paula Ortega,56,1,50000,1,3,0,5,3,1,0
Paula Ramos,66,1,25000,1,2,1,1,3,1,2
Paula Romero,50,0,150000,1,0,0,5,4,0,2
Paula Rubio,61,1,50000,1,1,0,3,3,1,1
Paula Ruiz,72,0,75000,1,4,0,4,4,1,2
Paula Sanz,41,0,75000,1,0,0,4,5,0,3
Paula Vazquez,54,0,100000,1,5,4,3,5,0,4
Pearlie Rusek,47,0,100000,1,1,0,5,4,1,0
Pedro Alvarez,61,0,100000,0,2,0,3,2,1,2
Pedro Arun,56,0,50000,0,0,0,4,5,0,1
Pedro Blanco,44,1,25000,0,0,0,1,1,1,2
Pedro Chapman,49,1,25000,0,1,1,3,1,1,1
Pedro Diaz,54,1,75000,0,1,0,4,5,0,1
Pedro Dominguez,52,1,75000,0,4,4,4,2,0,3
Pedro Fernandez,49,1,25000,0,1,1,3,1,1,1
Pedro Gill,72,1,100000,0,5,0,4,4,1,2
Pedro Gomez,41,1,50000,0,0,0,2,2,1,2
Pedro Gonzalez,69,1,75000,0,2,1,3,5,1,1
Pedro Gutierrez,52,0,75000,0,0,0,4,5,0,1
Pedro Hernandez,82,1,50000,0,2,0,5,4,1,2
Pedro Jimenez,53,0,25000,0,3,3,2,1,0,2
